age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country,income
51, Self-employment, Masters, Divorced, Managerial, White, Male,50, United-States, >50K
34, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
28, Company, College, Married, Tech-support, White, Female,40, Canada, <=50K
20, Company, College, Never-married, Sales, White, Male,40, United-States, <=50K
30, Company, College, Divorced, Tech-support, Black, Female,37, United-States, <=50K
49, Self-employment, Masters, Divorced, Doctor, White, Male,80, Canada, >50K
26, Company, College, Never-married, Sales, White, Male,40, United-States, <=50K
63, Company, High_school, Married, Tech-support, White, Male,45, United-States, <=50K
36, Company, University, Never-married, Shipper, Yellow, Male,55, Philippines, <=50K
63, Self-employment, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
22, Company, College, Never-married, Tech-support, White, Female,10, United-States, <=50K
40, Company, College, Married, Sales, White, Male,40, United-States, >50K
31, Company, Second_school, Married, Tech-support, White, Female,35, United-States, <=50K
49, Company, College, Married, Protective-serv, White, Male,50, Canada, <=50K
35, Company, Masters, Never-married, Doctor, White, Male,55, China, >50K
23, Company, Bachelors, Never-married, Shipper, White, Female,20, United-States, <=50K
25, Company, University, Never-married, Sales, White, Male,40, United-States, >50K
34, Company, College, Married, Tech-support, White, Male,40, United-States, <=50K
28, Company, Bachelors, Married, Sales, White, Male,45, United-States, >50K
44, Self-employment, College, Divorced, Shipper, White, Male,35, United-States, <=50K
33, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
21, Company, College, Never-married, Tech-support, White, Male,45, United-States, <=50K
55, Company, High_school, Married, Others, Black, Male,40, United-States, <=50K
17, Company, High_school, Never-married, Tech-support, White, Female,8, United-States, <=50K
75, Self-employment, College, Divorced, Sales, White, Male,15, United-States, <=50K
61, Company, Second_school, Never-married, Shipper, Black, Female,40, United-States, <=50K
53, Company, College, Divorced, Tech-support, White, Female,40, United-States, <=50K
26, Self-employment, University, Married, Protective-serv, White, Male,45, United-States, >50K
48, Company, College, Never-married, Sales, White, Male,50, United-States, >50K
28, State-gov, Masters, Married, Managerial, White, Male,50, United-States, >50K
30, Company, Bachelors, Never-married, Tech-support, Yellow, Female,50, Vietnam, <=50K
29, Company, College, Married, Shipper, White, Male,45, United-States, <=50K
25, Company, College, Divorced, Tech-support, White, Female,40, United-States, <=50K
37, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
43, Self-employment, Bachelors, Divorced, Shipper, White, Female,55, United-States, <=50K
40, Self-employment, College, Married, Shipper, White, Male,40, United-States, <=50K
34, Company, High_school, Married, Sales, White, Male,45, United-States, >50K
55, Company, Doctorate, Married, Doctor, White, Male,30, United-States, >50K
31, Self-employment, University, Never-married, Tech-support, White, Male,20, United-States, <=50K
21, Company, College, Never-married, Tech-support, White, Female,40, United-States, <=50K
32, Self-employment, College, Married, Protective-serv, White, Male,40, Germany, <=50K
26, Company, College, Never-married, Shipper, Yellow, Male,50, India, <=50K
26, Company, Bachelors, Married, Doctor, White, Male,50, United-States, >50K
44, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
49, Company, College, Married, Shipper, White, Male,52, United-States, >50K
21, Company, College, Never-married, Tech-support, Black, Female,30, United-States, <=50K
26, Company, College, Never-married, Tech-support, Black, Female,30, United-States, <=50K
40, Self-employment, College, Married, Protective-serv, White, Male,60, United-States, <=50K
19, Self-employment, High_school, Never-married, Tech-support, White, Female,40, United-States, <=50K
58, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
61, Company, University, Married, Tech-support, White, Male,40, United-States, >50K
28, Self-employment, College, Married, Sales, Yellow, Male,63, Vietnam, <=50K
26, Company, Bachelors, Never-married, Protective-serv, White, Male,40, United-States, <=50K
64, Company, College, Never-married, Tech-support, White, Female,25, United-States, <=50K
42, Self-employment, Bachelors, Married, Managerial, White, Male,60, United-States, >50K
41, Company, College, Married, Tech-support, White, Male,40, United-States, >50K
45, Company, College, Never-married, Shipper, White, Male,40, United-States, <=50K
39, Company, Bachelors, Married, Sales, White, Male,50, United-States, >50K
41, Self-employment, College, Married, Others, White, Male,40, United-States, <=50K
51, Company, High_school, Married, Others, Yellow, Female,40, Vietnam, <=50K
34, Company, University, Divorced, Tech-support, White, Female,40, United-States, <=50K
33, Company, Masters, Married, Managerial, White, Male,45, Germany, >50K
23, Company, College, Never-married, Others, White, Male,40, United-States, >50K
35, Self-employment, College, Married, Protective-serv, Yellow, Male,60, United-States, <=50K
41, Company, High_school, Divorced, Protective-serv, Yellow, Female,25, Vietnam, <=50K
39, Company, Masters, Never-married, Protective-serv, White, Female,50, United-States, <=50K
41, Company, College, Married, Sales, White, Male,55, United-States, <=50K
33, Self-employment, College, Married, Managerial, White, Male,40, United-States, <=50K
22, Company, College, Never-married, Others, White, Male,40, United-States, <=50K
25, Company, College, Never-married, Managerial, White, Female,45, United-States, <=50K
25, Company, College, Divorced, Shipper, White, Female,40, United-States, <=50K
77, Self-employment, Second_school, Married, Managerial, White, Male,20, Germany, <=50K
33, Company, University, Never-married, Tech-support, White, Female,40, United-States, <=50K
66, Company, College, Married, Sales, White, Female,40, United-States, <=50K
19, Company, College, Never-married, Sales, White, Male,35, United-States, <=50K
44, Company, College, Never-married, Others, Black, Female,38, United-States, <=50K
45, Self-employment, Masters, Divorced, Sales, White, Female,42, United-States, >50K
28, Company, College, Never-married, Sales, White, Male,50, United-States, <=50K
19, Company, College, Never-married, Shipper, White, Male,40, United-States, <=50K
43, Company, College, Married, Sales, Black, Male,40, United-States, >50K
39, Company, Bachelors, Married, Tech-support, White, Male,40, United-States, >50K
33, Company, Bachelors, Married, Sales, White, Male,50, United-States, <=50K
44, Company, College, Married, Others, Yellow, Female,40, Vietnam, <=50K
62, Company, Second_school, Married, Shipper, White, Female,40, United-States, <=50K
40, Company, College, Married, Sales, White, Male,50, United-States, >50K
41, Company, College, Never-married, Others, Yellow, Male,6, Philippines, <=50K
23, Self-employment, College, Never-married, Others, Black, Male,30, United-States, <=50K
48, Company, College, Married, Sales, White, Male,40, Germany, >50K
38, Company, Masters, Married, Shipper, White, Male,45, United-States, <=50K
37, Company, Masters, Married, Managerial, White, Male,50, United-States, >50K
45, Company, Masters, Married, Doctor, White, Male,55, United-States, >50K
29, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
66, Self-employment, College, Married, Tech-support, White, Female,25, United-States, <=50K
19, Company, College, Never-married, Others, White, Female,50, United-States, <=50K
23, Company, Second_school, Never-married, Shipper, White, Male,39, Canada, <=50K
34, Company, Bachelors, Married, Tech-support, White, Male,40, United-States, >50K
39, Company, Masters, Never-married, Managerial, White, Female,45, United-States, <=50K
33, Self-employment, College, Never-married, Shipper, White, Male,60, United-States, <=50K
43, Company, College, Married, Sales, White, Female,10, United-States, <=50K
27, Company, College, Married, Shipper, White, Male,99, United-States, <=50K
33, State-gov, College, Married, Tech-support, Black, Male,35, United-States, <=50K
26, Company, Primary_school, Married, Protective-serv, White, Male,30, Canada, <=50K
56, Self-employment, Masters, Divorced, Managerial, White, Male,60, United-States, >50K
46, Company, College, Married, Sales, White, Male,36, United-States, <=50K
38, Company, University, Divorced, Protective-serv, White, Female,40, United-States, <=50K
90, Company, High_school, Married, Protective-serv, White, Male,40, United-States, <=50K
72, Self-employment, College, Married, Managerial, White, Male,25, United-States, >50K
20, Company, College, Never-married, Tech-support, Yellow, Female,15, United-States, <=50K
29, Company, College, Married, Protective-serv, Yellow, Male,48, United-States, <=50K
49, Company, High_school, Married, Shipper, White, Male,75, United-States, <=50K
23, Company, College, Never-married, Others, White, Female,35, United-States, <=50K
20, Company, College, Married, Sales, Black, Female,18, United-States, <=50K
57, Company, Bachelors, Married, Managerial, Yellow, Male,40, Vietnam, <=50K
46, Company, University, Divorced, Shipper, White, Female,40, United-States, <=50K
33, Company, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
24, Company, Bachelors, Never-married, Sales, Yellow, Male,55, Vietnam, <=50K
49, Company, University, Married, Protective-serv, Yellow, Male,45, Vietnam, <=50K
54, Company, College, Married, Shipper, White, Male,65, United-States, <=50K
46, Self-employment, Doctorate, Never-married, Doctor, White, Female,50, United-States, >50K
31, Self-employment, University, Married, Protective-serv, White, Male,50, United-States, <=50K
43, Self-employment, College, Married, Doctor, White, Male,40, United-States, >50K
18, Company, College, Never-married, Tech-support, White, Female,6, United-States, <=50K
19, Company, College, Never-married, Shipper, White, Male,40, United-States, <=50K
46, Company, University, Never-married, Tech-support, White, Male,40, United-States, <=50K
43, Company, Bachelors, Divorced, Shipper, White, Male,40, United-States, <=50K
58, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
43, Self-employment, College, Married, Sales, White, Male,45, United-States, <=50K
37, Company, College, Married, Tech-support, White, Male,40, United-States, <=50K
21, Self-employment, High_school, Never-married, Tech-support, Black, Male,25, United-States, <=50K
52, State-gov, Masters, Never-married, Managerial, White, Male,70, United-States, >50K
34, Company, University, Married, Sales, White, Male,32, United-States, >50K
28, Company, University, Never-married, Shipper, White, Female,40, United-States, <=50K
34, Company, College, Divorced, Shipper, White, Male,40, United-States, <=50K
29, Company, College, Married, Sales, White, Male,40, United-States, >50K
39, Company, College, Married, Protective-serv, White, Male,65, United-States, <=50K
49, Company, High_school, Divorced, Shipper, Black, Female,35, United-States, <=50K
35, Company, College, Married, Sales, Black, Male,50, Japan, >50K
31, Company, College, Divorced, Others, White, Female,20, United-States, <=50K
18, Company, College, Never-married, Shipper, White, Male,30, United-States, <=50K
47, Self-employment, College, Married, Others, White, Male,40, United-States, >50K
46, Company, College, Married, Sales, White, Male,50, United-States, <=50K
43, Company, Bachelors, Married, Sales, White, Male,40, United-States, >50K
51, Self-employment, College, Married, Sales, White, Male,40, United-States, >50K
21, Company, College, Never-married, Tech-support, White, Female,40, United-States, <=50K
18, Company, College, Never-married, Tech-support, White, Male,40, United-States, <=50K
31, State-gov, Bachelors, Married, Doctor, White, Female,35, United-States, >50K
39, Self-employment, College, Married, Protective-serv, White, Male,40, United-States, >50K
58, Company, High_school, Married, Tech-support, White, Male,48, United-States, <=50K
36, Company, Masters, Never-married, Shipper, White, Female,40, United-States, <=50K
38, Company, College, Married, Shipper, White, Female,40, United-States, <=50K
31, Company, Bachelors, Married, Managerial, White, Female,35, United-States, >50K
19, Company, High_school, Never-married, Shipper, White, Male,40, United-States, <=50K
38, Company, University, Divorced, Tech-support, White, Female,36, United-States, <=50K
26, Company, University, Never-married, Shipper, Other, Female,60, Vietnam, <=50K
38, Company, University, Divorced, Tech-support, White, Female,16, United-States, <=50K
36, Company, College, Married, Protective-serv, White, Male,45, United-States, <=50K
40, Company, College, Married, Managerial, White, Male,45, United-States, >50K
25, Company, Bachelors, Never-married, Tech-support, Black, Male,40, China, <=50K
41, Company, Bachelors, Married, Tech-support, White, Female,25, United-States, >50K
33, Company, College, Never-married, Sales, White, Male,45, United-States, <=50K
63, Company, College, Married, Tech-support, White, Male,16, United-States, <=50K
51, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
34, Company, College, Married, Sales, White, Male,40, United-States, <=50K
33, Company, University, Divorced, Sales, White, Male,40, United-States, <=50K
25, Company, High_school, Married, Protective-serv, White, Male,45, United-States, <=50K
30, Self-employment, College, Never-married, Sales, White, Male,66, United-States, <=50K
19, Company, College, Never-married, Tech-support, White, Male,25, United-States, <=50K
47, Company, College, Married, Managerial, White, Female,40, United-States, >50K
26, Company, Bachelors, Never-married, Tech-support, White, Female,40, United-States, <=50K
21, State-gov, College, Never-married, Others, White, Female,14, United-States, <=50K
36, Company, College, Married, Others, White, Male,60, United-States, >50K
60, Company, High_school, Married, Shipper, White, Male,40, United-States, <=50K
28, Company, College, Never-married, Shipper, Black, Male,40, United-States, <=50K
19, Company, College, Never-married, Tech-support, White, Female,14, United-States, <=50K
42, Company, Bachelors, Married, Shipper, White, Male,90, United-States, <=50K
36, Company, College, Married, Shipper, Black, Female,36, United-States, <=50K
35, Company, College, Married, Others, White, Female,38, United-States, <=50K
22, Company, College, Never-married, Tech-support, White, Female,25, United-States, <=50K
54, Company, College, Married, Sales, White, Male,40, United-States, >50K
36, Company, Bachelors, Married, Shipper, White, Male,45, United-States, <=50K
55, Company, College, Married, Shipper, White, Male,65, United-States, <=50K
57, Company, Masters, Married, Tech-support, White, Male,40, United-States, <=50K
56, Company, Second_school, Married, Shipper, White, Male,36, United-States, <=50K
24, Company, College, Married, Managerial, White, Male,50, United-States, <=50K
35, Self-employment, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
51, Self-employment, High_school, Divorced, Sales, White, Male,40, United-States, <=50K
34, Company, College, Divorced, Managerial, White, Male,44, United-States, <=50K
36, Company, University, Divorced, Tech-support, White, Female,42, United-States, <=50K
51, Company, Second_school, Married, Others, White, Female,40, United-States, <=50K
46, Self-employment, Doctorate, Married, Doctor, White, Male,60, United-States, >50K
42, Company, College, Divorced, Managerial, Black, Female,50, United-States, <=50K
25, Company, Bachelors, Never-married, Shipper, White, Female,40, United-States, <=50K
22, Company, College, Never-married, Shipper, White, Male,50, United-States, <=50K
37, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
48, Company, Bachelors, Divorced, Sales, White, Male,40, United-States, >50K
61, Company, Bachelors, Married, Doctor, White, Male,50, United-States, >50K
40, Company, High_school, Married, Shipper, Yellow, Male,40, Vietnam, <=50K
58, Self-employment, College, Married, Managerial, White, Female,20, United-States, >50K
52, Company, College, Married, Protective-serv, White, Male,20, Canada, <=50K
18, Company, High_school, Never-married, Others, Black, Male,20, United-States, <=50K
27, Company, High_school, Married, Shipper, White, Male,40, United-States, <=50K
48, Self-employment, College, Married, Shipper, White, Male,45, United-States, <=50K
63, Company, Second_school, Married, Protective-serv, White, Male,16, United-States, <=50K
38, Self-employment, College, Married, Protective-serv, White, Male,60, United-States, <=50K
31, Company, College, Married, Tech-support, White, Male,40, United-States, <=50K
40, Self-employment, College, Married, Shipper, White, Male,60, United-States, <=50K
41, Company, College, Divorced, Managerial, White, Male,40, United-States, <=50K
28, Company, Bachelors, Never-married, Shipper, White, Female,40, United-States, <=50K
31, Company, College, Divorced, Doctor, White, Male,50, United-States, >50K
32, Company, University, Married, Sales, White, Male,55, United-States, >50K
30, Company, College, Never-married, Shipper, Black, Male,72, United-States, <=50K
39, Self-employment, College, Divorced, Protective-serv, White, Male,40, United-States, <=50K
28, Company, Bachelors, Married, Sales, White, Male,50, United-States, <=50K
31, Company, College, Never-married, Shipper, Black, Female,35, United-States, <=50K
21, Company, College, Never-married, Tech-support, White, Male,20, United-States, <=50K
33, Company, College, Married, Tech-support, White, Female,40, United-States, <=50K
44, State-gov, Masters, Married, Doctor, White, Male,40, United-States, >50K
22, Company, College, Never-married, Protective-serv, White, Male,25, United-States, <=50K
42, Company, College, Married, Others, White, Male,40, China, <=50K
36, Company, University, Married, Protective-serv, White, Male,35, United-States, <=50K
39, Company, Masters, Never-married, Managerial, White, Male,40, United-States, <=50K
61, Company, College, Married, Managerial, White, Male,40, United-States, <=50K
31, Company, College, Divorced, Shipper, White, Male,40, United-States, <=50K
21, Company, College, Never-married, Others, White, Female,25, Germany, <=50K
39, Self-employment, College, Married, Protective-serv, White, Male,90, United-States, <=50K
34, Self-employment, College, Married, Protective-serv, White, Male,80, United-States, <=50K
21, Company, College, Never-married, Others, White, Male,15, United-States, <=50K
75, Self-employment, Bachelors, Never-married, Doctor, White, Male,48, United-States, >50K
21, Company, College, Never-married, Others, White, Male,24, United-States, <=50K
81, Company, College, Married, Sales, White, Male,15, United-States, <=50K
54, Self-employment, College, Divorced, Others, White, Male,40, Canada, <=50K
34, Company, Bachelors, Married, Shipper, Yellow, Male,65, Philippines, <=50K
54, Self-employment, College, Married, Doctor, White, Male,50, Philippines, >50K
41, Company, College, Married, Others, Yellow, Male,45, United-States, <=50K
61, Company, Bachelors, Divorced, Tech-support, White, Female,40, United-States, <=50K
63, Company, College, Married, Others, White, Male,20, United-States, <=50K
24, Company, College, Never-married, Shipper, White, Male,40, United-States, <=50K
20, Company, College, Married, Tech-support, White, Female,40, Canada, <=50K
44, Self-employment, Bachelors, Divorced, Shipper, White, Female,60, United-States, <=50K
47, Self-employment, Bachelors, Married, Sales, White, Male,40, United-States, >50K
31, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
41, Company, Second_school, Divorced, Protective-serv, White, Male,40, United-States, <=50K
53, Self-employment, College, Married, Protective-serv, White, Male,60, United-States, <=50K
63, Company, College, Married, Tech-support, White, Female,40, United-States, <=50K
44, Company, Masters, Married, Doctor, White, Male,45, United-States, >50K
37, Company, College, Married, Sales, White, Male,46, United-States, >50K
28, Company, College, Married, Sales, White, Male,50, Germany, >50K
71, Company, College, Married, Tech-support, White, Male,10, United-States, <=50K
57, Company, College, Divorced, Tech-support, White, Female,40, United-States, <=50K
22, Company, College, Never-married, Protective-serv, White, Male,10, United-States, <=50K
33, Self-employment, Bachelors, Married, Managerial, White, Male,45, United-States, >50K
30, Company, College, Divorced, Tech-support, White, Female,55, United-States, <=50K
20, Company, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
28, Company, Bachelors, Never-married, Tech-support, White, Female,45, United-States, <=50K
54, Company, High_school, Divorced, Protective-serv, Black, Female,10, United-States, <=50K
20, Company, College, Never-married, Shipper, White, Male,35, United-States, <=50K
34, Company, College, Married, Managerial, White, Male,40, United-States, <=50K
21, Company, College, Never-married, Tech-support, White, Male,40, United-States, <=50K
29, State-gov, College, Never-married, Others, White, Female,40, United-States, <=50K
51, Company, College, Divorced, Managerial, White, Female,40, United-States, <=50K
39, Company, College, Divorced, Shipper, Black, Female,70, United-States, <=50K
19, Company, College, Never-married, Tech-support, Black, Female,38, United-States, <=50K
22, Self-employment, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
59, State-gov, College, Divorced, Tech-support, White, Female,38, United-States, <=50K
18, Company, High_school, Never-married, Sales, White, Male,13, United-States, <=50K
22, Company, College, Never-married, Others, White, Male,20, United-States, <=50K
42, Self-employment, College, Married, Sales, White, Male,40, United-States, >50K
39, Company, University, Never-married, Protective-serv, White, Male,40, United-States, <=50K
31, Company, Bachelors, Married, Sales, White, Male,40, United-States, >50K
28, Company, High_school, Married, Protective-serv, White, Female,40, United-States, <=50K
22, Company, Bachelors, Never-married, Managerial, White, Female,7, United-States, <=50K
67, Company, Masters, Never-married, Others, White, Female,40, United-States, <=50K
17, Company, High_school, Never-married, Sales, White, Female,25, United-States, <=50K
47, Self-employment, University, Married, Managerial, White, Male,40, United-States, >50K
23, Company, Bachelors, Never-married, Tech-support, White, Female,5, United-States, <=50K
20, Company, College, Married, Others, Yellow, Female,40, Vietnam, <=50K
22, Company, College, Never-married, Sales, Yellow, Female,40, Vietnam, <=50K
47, Company, Second_school, Married, Shipper, White, Male,40, United-States, <=50K
49, Company, College, Married, Sales, White, Female,40, United-States, >50K
64, Company, College, Married, Tech-support, White, Male,20, United-States, <=50K
35, State-gov, College, Divorced, Managerial, Black, Female,40, United-States, <=50K
52, Self-employment, College, Divorced, Managerial, White, Female,40, United-States, <=50K
29, Company, College, Never-married, Sales, White, Female,40, United-States, <=50K
73, Self-employment, High_school, Married, Sales, White, Female,40, Canada, <=50K
38, Self-employment, College, Married, Doctor, White, Male,50, United-States, >50K
59, Self-employment, College, Married, Managerial, White, Male,52, United-States, >50K
35, Company, College, Married, Protective-serv, White, Male,35, United-States, <=50K
18, Company, College, Never-married, Sales, White, Female,15, United-States, <=50K
24, Company, College, Married, Tech-support, Black, Female,40, United-States, <=50K
33, Self-employment, Bachelors, Married, Shipper, White, Male,50, United-States, <=50K
40, Company, College, Divorced, Managerial, Black, Female,55, United-States, <=50K
55, Company, College, Married, Tech-support, White, Female,40, United-States, <=50K
44, Company, College, Divorced, Shipper, White, Male,40, United-States, <=50K
40, Company, Bachelors, Never-married, Shipper, White, Female,60, United-States, <=50K
22, Company, College, Divorced, Shipper, White, Male,40, United-States, <=50K
55, Company, College, Married, Managerial, White, Female,40, United-States, >50K
45, Company, College, Married, Tech-support, White, Female,26, United-States, <=50K
47, Self-employment, Bachelors, Never-married, Doctor, White, Female,50, United-States, >50K
56, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
44, Company, College, Married, Shipper, Black, Male,40, United-States, <=50K
32, State-gov, College, Never-married, Tech-support, White, Male,38, United-States, <=50K
17, Company, High_school, Never-married, Others, White, Male,20, United-States, <=50K
44, Company, College, Divorced, Managerial, White, Male,50, United-States, <=50K
32, Self-employment, University, Never-married, Sales, White, Male,80, United-States, <=50K
35, Company, Bachelors, Married, Sales, White, Male,60, United-States, >50K
27, Company, College, Married, Others, White, Male,40, United-States, <=50K
32, Company, College, Married, Shipper, White, Male,50, United-States, <=50K
68, Company, High_school, Divorced, Shipper, White, Male,70, United-States, <=50K
20, Company, College, Never-married, Others, White, Female,20, United-States, <=50K
33, Company, College, Divorced, Tech-support, Black, Female,40, United-States, <=50K
24, Company, Second_school, Never-married, Shipper, White, Male,12, United-States, <=50K
48, Company, College, Married, Protective-serv, White, Male,45, United-States, <=50K
45, Company, Masters, Divorced, Shipper, White, Female,50, United-States, <=50K
48, Company, College, Married, Tech-support, White, Female,40, United-States, <=50K
28, Company, Masters, Married, Doctor, White, Male,45, United-States, >50K
60, Company, College, Married, Tech-support, White, Male,35, United-States, >50K
39, Self-employment, Masters, Divorced, Shipper, White, Female,40, United-States, <=50K
23, Company, College, Never-married, Others, White, Male,30, United-States, <=50K
23, State-gov, High_school, Never-married, Managerial, White, Male,40, United-States, <=50K
36, Company, College, Married, Tech-support, White, Female,40, United-States, <=50K
25, Company, Bachelors, Married, Shipper, White, Female,40, United-States, <=50K
52, Company, College, Never-married, Others, White, Male,40, United-States, <=50K
35, Self-employment, College, Married, Protective-serv, White, Male,40, United-States, <=50K
41, Company, College, Married, Managerial, White, Male,40, United-States, <=50K
45, Company, Bachelors, Married, Sales, White, Female,42, United-States, >50K
37, Self-employment, Masters, Married, Doctor, White, Male,40, China, >50K
58, Company, University, Married, Shipper, White, Female,40, United-States, <=50K
67, Self-employment, College, Married, Tech-support, White, Female,2, United-States, <=50K
48, Company, College, Married, Shipper, White, Female,8, United-States, <=50K
63, Company, College, Married, Protective-serv, White, Male,48, United-States, <=50K
24, Self-employment, College, Married, Protective-serv, White, Male,72, United-States, >50K
43, Company, College, Married, Sales, White, Male,40, United-States, >50K
36, Company, College, Divorced, Shipper, White, Male,60, United-States, <=50K
32, Company, College, Married, Shipper, White, Male,72, Canada, <=50K
36, Company, College, Never-married, Protective-serv, Yellow, Male,40, Vietnam, <=50K
43, Company, College, Never-married, Tech-support, White, Female,50, United-States, <=50K
27, Company, College, Never-married, Tech-support, Black, Female,40, United-States, <=50K
17, Company, High_school, Never-married, Others, White, Male,12, United-States, <=50K
45, Company, Bachelors, Divorced, Sales, White, Female,46, United-States, <=50K
41, Self-employment, College, Married, Protective-serv, White, Male,40, United-States, <=50K
41, Self-employment, College, Married, Managerial, White, Male,38, United-States, <=50K
18, Company, College, Never-married, Tech-support, White, Female,35, United-States, <=50K
48, Self-employment, University, Married, Tech-support, Black, Female,40, United-States, <=50K
51, Company, University, Married, Tech-support, White, Male,50, United-States, >50K
26, Company, College, Never-married, Others, White, Female,24, United-States, <=50K
54, Company, Primary_school, Married, Protective-serv, White, Male,60, United-States, <=50K
22, Company, College, Divorced, Sales, Yellow, Female,48, Philippines, <=50K
19, Company, College, Never-married, Shipper, White, Male,35, United-States, <=50K
47, Company, Second_school, Divorced, Shipper, Black, Male,40, United-States, <=50K
32, Company, College, Married, Others, White, Female,20, United-States, <=50K
46, Company, Bachelors, Married, Managerial, White, Male,60, United-States, >50K
30, Company, Bachelors, Never-married, Tech-support, White, Female,40, United-States, >50K
35, Company, Masters, Never-married, Managerial, Yellow, Male,40, United-States, <=50K
52, Company, University, Married, Tech-support, White, Male,40, United-States, <=50K
73, Self-employment, High_school, Married, Protective-serv, White, Male,18, United-States, <=50K
17, Company, High_school, Never-married, Others, White, Male,10, Canada, <=50K
32, Company, Bachelors, Married, Shipper, White, Female,32, United-States, <=50K
43, Self-employment, Masters, Married, Doctor, White, Male,40, United-States, >50K
19, Company, College, Never-married, Tech-support, Yellow, Male,40, Vietnam, <=50K
26, Company, College, Never-married, Shipper, Other, Female,40, Vietnam, <=50K
41, Self-employment, Masters, Married, Managerial, White, Male,40, United-States, >50K
49, Company, University, Married, Sales, White, Male,60, United-States, >50K
52, State-gov, College, Married, Protective-serv, White, Male,40, United-States, <=50K
35, Company, College, Married, Tech-support, White, Female,32, United-States, <=50K
57, Company, High_school, Married, Others, White, Male,52, United-States, <=50K
35, Company, University, Married, Shipper, White, Female,44, United-States, <=50K
33, Company, Bachelors, Never-married, Shipper, White, Male,40, United-States, <=50K
56, Company, Second_school, Divorced, Shipper, White, Male,40, United-States, <=50K
42, Company, Bachelors, Never-married, Sales, White, Male,60, United-States, <=50K
17, Company, College, Never-married, Tech-support, White, Male,20, United-States, <=50K
49, Company, College, Divorced, Tech-support, White, Female,35, United-States, <=50K
39, Company, College, Married, Doctor, White, Male,45, United-States, >50K
34, Self-employment, College, Divorced, Tech-support, White, Female,50, United-States, <=50K
37, Self-employment, College, Never-married, Shipper, Black, Male,40, United-States, <=50K
22, Company, High_school, Never-married, Others, White, Male,35, United-States, <=50K
27, Company, University, Married, Protective-serv, White, Male,40, Canada, <=50K
21, Company, College, Never-married, Sales, White, Female,25, United-States, <=50K
59, Company, College, Married, Tech-support, White, Male,40, United-States, <=50K
44, Company, Bachelors, Married, Managerial, White, Male,40, United-States, >50K
53, Self-employment, High_school, Married, Shipper, White, Male,99, United-States, <=50K
26, Company, High_school, Never-married, Protective-serv, White, Male,40, United-States, <=50K
48, Company, Bachelors, Married, Managerial, White, Male,45, United-States, >50K
39, Company, Bachelors, Married, Managerial, White, Male,70, United-States, <=50K
34, Company, College, Never-married, Others, Yellow, Female,32, United-States, <=50K
54, State-gov, Bachelors, Married, Managerial, White, Male,38, United-States, <=50K
36, Company, College, Married, Shipper, White, Male,50, United-States, >50K
60, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
50, Company, College, Married, Protective-serv, White, Male,40, United-States, >50K
48, Self-employment, Bachelors, Married, Shipper, White, Male,45, United-States, <=50K
35, Company, College, Never-married, Tech-support, White, Female,40, United-States, <=50K
40, Self-employment, University, Divorced, Shipper, White, Female,50, United-States, <=50K
30, Company, Bachelors, Married, Managerial, White, Male,70, United-States, <=50K
65, Self-employment, College, Married, Sales, White, Male,40, United-States, >50K
31, Company, College, Married, Protective-serv, White, Male,60, United-States, <=50K
46, Self-employment, University, Married, Tech-support, White, Male,40, United-States, <=50K
67, Company, Second_school, Divorced, Tech-support, White, Female,40, United-States, <=50K
62, Self-employment, University, Married, Managerial, White, Male,50, United-States, <=50K
38, Company, Bachelors, Never-married, Managerial, White, Female,40, India, <=50K
24, Company, Bachelors, Never-married, Others, White, Female,30, United-States, <=50K
24, Company, College, Never-married, Sales, Yellow, Female,50, Philippines, <=50K
27, Company, Bachelors, Never-married, Shipper, White, Female,48, United-States, <=50K
43, State-gov, University, Married, Others, White, Female,30, United-States, <=50K
48, Company, College, Divorced, Shipper, Yellow, Female,40, Vietnam, <=50K
41, Company, College, Married, Protective-serv, Black, Male,40, United-States, <=50K
30, Company, College, Married, Tech-support, Black, Female,45, United-States, <=50K
38, Company, Bachelors, Married, Sales, White, Male,40, United-States, >50K
45, Company, College, Never-married, Doctor, White, Male,40, United-States, >50K
45, Company, Bachelors, Never-married, Shipper, White, Male,40, United-States, <=50K
55, Company, College, Divorced, Tech-support, White, Female,38, United-States, <=50K
46, Self-employment, Second_school, Married, Managerial, Yellow, Male,75, Vietnam, <=50K
24, Company, Bachelors, Never-married, Shipper, Yellow, Male,40, United-States, <=50K
