age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country,income
18, Private, College, Single, Others, White, Female,40, China, <=50K
38, Private, College, Married, Shipper, White, Male,50, United-States, >50K
34, Private, College, Single, Others, White, Male,50, United-States, <=50K
45, Private, Bachelors, Married, Sales, White, Male,52, United-States, >50K
33, Self-emp, University, Married, Shipper, White, Male,60, United-States, <=50K
35, Private, University, Married, Protective-serv, White, Female,44, United-States, <=50K
22, Private, College, Single, Shipper, Black, Male,40, United-States, <=50K
35, Private, College, Others, Others, White, Female,30, United-States, <=50K
45, Private, College, Married, Shipper, Yellow, Male,8, United-States, <=50K
17, Private, High_school, Single, Protective-serv, White, Male,45, United-States, <=50K
50, Private, College, Married, Managerial, White, Male,45, United-States, <=50K
38, Self-emp, Bachelors, Married, Doctor, White, Male,50, United-States, >50K
33, Private, College, Married, Sales, White, Male,50, United-States, >50K
46, Private, College, Married, Sales, White, Male,35, China, <=50K
25, Private, Bachelors, Single, Sales, White, Female,50, United-States, <=50K
64, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
62, Self-emp, College, Married, Managerial, White, Male,10, United-States, <=50K
32, Private, College, Married, Tech-support, White, Male,60, United-States, >50K
17, Private, High_school, Single, Sales, White, Male,20, United-States, <=50K
61, Private, College, Married, Protective-serv, White, Male,55, United-States, <=50K
40, Private, Doctorate, Single, Shipper, Black, Female,40, United-States, <=50K
21, Private, College, Single, Managerial, White, Female,40, United-States, <=50K
39, Private, Bachelors, Married, Managerial, White, Male,50, United-States, >50K
35, Self-emp, College, Married, Managerial, White, Male,45, United-States, <=50K
29, Private, University, Married, Shipper, White, Male,40, United-States, <=50K
27, Self-emp, University, Single, Shipper, Black, Male,40, United-States, <=50K
20, Private, University, Single, Tech-support, White, Female,40, United-States, <=50K
34, Private, College, Married, Tech-support, White, Female,20, United-States, >50K
51, Self-emp, Masters, Single, Shipper, White, Male,40, United-States, <=50K
45, Private, College, Married, Shipper, Black, Female,15, United-States, <=50K
20, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
31, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
29, Private, College, Single, Tech-support, Black, Male,40, United-States, <=50K
56, Private, Bachelors, Married, Tech-support, White, Male,30, Canada, <=50K
55, Self-emp, College, Others, Tech-support, White, Female,12, United-States, >50K
26, Private, College, Single, Tech-support, White, Male,20, United-States, <=50K
46, Private, College, Married, Sales, White, Male,45, United-States, >50K
32, Self-emp, College, Married, Others, White, Male,40, United-States, <=50K
28, Private, College, Married, Sales, White, Male,40, United-States, <=50K
27, Private, Second_school, Single, Others, Yellow, Male,35, Vietnam, <=50K
23, Private, Second_school, Married, Protective-serv, White, Male,40, Canada, <=50K
59, Private, High_school, Married, Protective-serv, White, Male,40, United-States, <=50K
26, Private, High_school, Single, Protective-serv, Other, Male,48, Vietnam, <=50K
36, Private, High_school, Single, Shipper, White, Male,40, United-States, <=50K
18, Private, College, Single, Sales, White, Female,15, United-States, <=50K
33, Private, Second_school, Others, Shipper, White, Male,70, United-States, <=50K
60, Self-emp, University, Married, Shipper, White, Female,15, Germany, >50K
40, Private, College, Others, Shipper, White, Female,48, Canada, <=50K
48, Private, College, Married, Protective-serv, White, Male,43, United-States, <=50K
27, Self-emp, High_school, Married, Protective-serv, White, Male,48, United-States, <=50K
19, Private, College, Single, Others, White, Male,20, United-States, <=50K
38, Private, Bachelors, Married, Doctor, White, Male,50, United-States, >50K
26, Private, College, Others, Protective-serv, White, Male,43, United-States, <=50K
45, Self-emp, University, Married, Protective-serv, White, Male,40, United-States, <=50K
20, Private, College, Single, Tech-support, White, Female,20, United-States, <=50K
32, Self-emp, College, Others, Protective-serv, White, Male,40, United-States, <=50K
22, Private, College, Single, Shipper, White, Female,13, United-States, <=50K
22, Private, College, Single, Tech-support, White, Male,40, United-States, <=50K
38, State-gov, College, Single, Others, Black, Female,38, United-States, <=50K
34, Private, College, Married, Sales, White, Male,50, United-States, >50K
46, Private, Primary_school, Married, Others, Other, Female,30, Canada, <=50K
39, Private, Bachelors, Others, Managerial, White, Female,25, United-States, <=50K
79, Self-emp, College, Married, Others, White, Female,24, United-States, <=50K
60, Private, Bachelors, Married, Tech-support, White, Male,8, United-States, >50K
24, Private, College, Single, Sales, Yellow, Male,40, Vietnam, <=50K
31, Private, College, Married, Protective-serv, White, Male,65, United-States, <=50K
37, Self-emp, Bachelors, Married, Sales, Yellow, Male,77, Vietnam, <=50K
23, Private, College, Single, Protective-serv, White, Male,40, United-States, <=50K
31, Private, College, Married, Shipper, Yellow, Male,45, Vietnam, <=50K
29, Private, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
22, Private, Bachelors, Single, Shipper, White, Female,43, United-States, <=50K
69, Private, College, Married, Tech-support, White, Female,20, United-States, <=50K
55, Self-emp, College, Others, Others, White, Female,38, United-States, <=50K
43, Private, College, Others, Protective-serv, White, Male,40, United-States, <=50K
23, Private, Second_school, Single, Protective-serv, Other, Male,36, Canada, <=50K
29, Private, College, Single, Tech-support, White, Male,35, Canada, <=50K
22, Private, University, Single, Others, White, Female,40, Canada, <=50K
22, Private, College, Single, Sales, White, Male,42, United-States, <=50K
25, Private, College, Married, Managerial, White, Male,84, United-States, >50K
29, Private, College, Single, Shipper, White, Male,45, United-States, <=50K
25, Private, College, Single, Shipper, Black, Male,40, United-States, <=50K
33, Self-emp, College, Single, Managerial, White, Female,40, United-States, <=50K
33, Private, Bachelors, Single, Doctor, White, Male,40, United-States, >50K
31, Private, Doctorate, Single, Shipper, White, Female,28, United-States, <=50K
30, Self-emp, Masters, Married, Doctor, White, Male,45, United-States, >50K
55, Private, Bachelors, Married, Sales, White, Male,40, United-States, <=50K
36, Private, High_school, Single, Managerial, White, Male,50, United-States, <=50K
47, Private, College, Married, Tech-support, White, Female,40, United-States, <=50K
28, Private, Bachelors, Single, Sales, White, Male,40, United-States, >50K
42, Private, Masters, Married, Doctor, White, Male,40, United-States, >50K
51, Private, University, Others, Managerial, White, Male,55, Germany, <=50K
62, Self-emp, Bachelors, Others, Shipper, Black, Female,40, United-States, <=50K
65, Self-emp, College, Married, Sales, White, Male,35, United-States, >50K
23, Private, Bachelors, Married, Shipper, White, Male,40, United-States, <=50K
60, Private, College, Married, Tech-support, White, Male,32, United-States, <=50K
47, Private, Second_school, Married, Sales, Black, Male,60, United-States, <=50K
50, Self-emp, College, Others, Managerial, White, Female,40, United-States, <=50K
70, Private, Bachelors, Married, Protective-serv, White, Male,6, United-States, <=50K
32, Self-emp, Bachelors, Married, Protective-serv, White, Male,40, United-States, <=50K
37, Self-emp, College, Married, Shipper, White, Male,40, United-States, <=50K
31, Private, College, Single, Sales, White, Male,40, United-States, >50K
76, Private, High_school, Married, Sales, Black, Female,12, United-States, <=50K
54, Private, Bachelors, Others, Sales, Black, Female,60, United-States, <=50K
32, Self-emp, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
31, Private, College, Single, Tech-support, White, Female,52, United-States, <=50K
31, Self-emp, Bachelors, Others, Protective-serv, White, Male,50, United-States, >50K
65, Self-emp, College, Others, Shipper, White, Male,40, United-States, <=50K
30, Private, College, Married, Sales, White, Male,60, Germany, >50K
63, Private, College, Married, Tech-support, White, Male,40, United-States, <=50K
21, Private, College, Single, Shipper, White, Female,10, United-States, <=50K
40, Self-emp, Masters, Married, Tech-support, White, Male,40, Philippines, >50K
26, State-gov, College, Single, Protective-serv, White, Female,40, United-States, <=50K
18, Private, High_school, Single, Others, White, Female,8, United-States, <=50K
34, Self-emp, College, Married, Others, White, Male,50, United-States, <=50K
66, Self-emp, College, Others, Others, White, Female,40, China, >50K
44, Self-emp, College, Single, Protective-serv, White, Male,60, United-States, <=50K
30, Private, University, Single, Tech-support, White, Female,40, United-States, <=50K
36, Self-emp, Bachelors, Single, Protective-serv, White, Male,40, United-States, <=50K
31, Private, College, Married, Doctor, White, Male,50, United-States, >50K
22, Private, College, Single, Sales, White, Male,20, United-States, <=50K
28, Private, Second_school, Others, Shipper, White, Male,84, United-States, <=50K
23, Private, College, Single, Sales, Yellow, Male,40, United-States, <=50K
49, Private, Masters, Married, Managerial, White, Male,50, United-States, >50K
39, Self-emp, Bachelors, Married, Protective-serv, White, Male,35, United-States, <=50K
67, Private, Bachelors, Married, Tech-support, White, Male,60, United-States, >50K
19, Private, College, Single, Shipper, White, Male,16, United-States, <=50K
30, Private, University, Married, Managerial, White, Male,50, United-States, >50K
25, Private, College, Single, Protective-serv, Yellow, Female,40, Vietnam, <=50K
24, Private, College, Single, Shipper, Yellow, Male,30, China, <=50K
46, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
37, Private, Masters, Married, Shipper, White, Male,45, United-States, <=50K
41, Self-emp, College, Married, Others, White, Male,40, United-States, <=50K
40, Self-emp, College, Married, Shipper, White, Male,20, United-States, <=50K
44, Private, College, Others, Tech-support, White, Female,40, United-States, <=50K
32, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
58, Private, College, Married, Doctor, Black, Male,20, United-States, >50K
48, Private, College, Married, Shipper, White, Male,48, United-States, <=50K
34, Private, Bachelors, Married, Managerial, White, Male,40, United-States, <=50K
29, Private, University, Single, Tech-support, Black, Female,40, United-States, <=50K
46, Self-emp, Bachelors, Married, Sales, White, Male,50, United-States, >50K
36, Self-emp, College, Single, Shipper, Yellow, Male,40, United-States, <=50K
59, Self-emp, Bachelors, Single, Tech-support, White, Male,38, United-States, <=50K
29, Private, High_school, Married, Shipper, White, Male,40, Canada, <=50K
50, Private, Masters, Single, Tech-support, White, Male,40, United-States, <=50K
25, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
27, Private, University, Single, Others, Yellow, Female,35, Philippines, <=50K
48, Private, College, Married, Protective-serv, White, Male,70, United-States, <=50K
51, Self-emp, Doctorate, Single, Doctor, White, Female,70, United-States, >50K
36, Private, College, Others, Shipper, White, Male,45, United-States, >50K
42, Self-emp, High_school, Others, Sales, White, Male,50, Japan, >50K
49, State-gov, Bachelors, Married, Managerial, White, Male,40, United-States, >50K
33, Private, College, Single, Tech-support, White, Male,20, United-States, <=50K
40, Private, Bachelors, Others, Sales, White, Male,60, United-States, >50K
26, Private, Bachelors, Single, Shipper, White, Female,40, United-States, <=50K
69, Private, College, Others, Tech-support, White, Female,40, United-States, >50K
59, Private, College, Married, Shipper, White, Male,30, Germany, <=50K
30, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
31, Self-emp, University, Married, Tech-support, White, Female,35, United-States, <=50K
30, Private, Bachelors, Married, Managerial, White, Male,50, United-States, >50K
27, Private, Bachelors, Single, Managerial, White, Female,40, United-States, <=50K
20, Private, College, Single, Tech-support, White, Female,16, United-States, <=50K
56, Private, University, Others, Tech-support, White, Female,40, United-States, <=50K
24, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
47, Private, Bachelors, Others, Sales, White, Female,50, United-States, <=50K
51, Private, Bachelors, Single, Shipper, Black, Male,35, United-States, <=50K
34, Private, College, Married, Protective-serv, White, Male,45, United-States, <=50K
47, Private, College, Others, Others, Black, Male,9, United-States, <=50K
47, Private, College, Married, Managerial, White, Male,44, United-States, >50K
20, Private, College, Single, Tech-support, Yellow, Female,40, Vietnam, <=50K
34, Self-emp, College, Married, Sales, White, Male,54, China, >50K
31, Private, High_school, Others, Others, White, Female,40, United-States, <=50K
42, Private, University, Others, Others, White, Female,32, United-States, <=50K
52, Private, Primary_school, Married, Protective-serv, White, Male,40, Canada, <=50K
56, Private, College, Married, Tech-support, White, Female,40, United-States, <=50K
53, Private, College, Married, Sales, White, Male,40, United-States, >50K
26, Private, College, Married, Sales, White, Male,50, United-States, >50K
81, Not-worked, College, Others, Others, White, Female,0, United-States, <=50K
28, Private, High_school, Single, Tech-support, Black, Female,40, United-States, <=50K
57, Self-emp, College, Others, Doctor, White, Male,48, United-States, >50K
34, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
31, Private, High_school, Married, Tech-support, White, Male,40, United-States, <=50K
24, Private, University, Single, Tech-support, Black, Female,40, United-States, <=50K
20, Private, College, Single, Others, White, Male,40, United-States, <=50K
68, Self-emp, College, Others, Tech-support, Black, Female,40, United-States, <=50K
60, Private, College, Married, Sales, White, Female,32, United-States, <=50K
37, Self-emp, College, Married, Protective-serv, White, Male,40, United-States, <=50K
25, Private, Second_school, Single, Shipper, White, Male,40, United-States, <=50K
36, Self-emp, College, Married, Tech-support, White, Male,40, United-States, <=50K
45, Private, University, Married, Protective-serv, White, Male,40, United-States, <=50K
34, Private, College, Married, Managerial, White, Male,60, United-States, >50K
31, Private, Bachelors, Married, Managerial, White, Female,70, United-States, <=50K
47, Self-emp, Bachelors, Married, Protective-serv, White, Male,60, United-States, <=50K
60, Self-emp, College, Married, Sales, White, Male,42, United-States, >50K
75, Private, Bachelors, Married, Protective-serv, White, Male,24, United-States, <=50K
43, Self-emp, College, Married, Protective-serv, White, Male,40, United-States, <=50K
18, Private, College, Single, Shipper, White, Male,40, United-States, <=50K
25, Private, Bachelors, Single, Tech-support, Yellow, Female,40, Philippines, <=50K
20, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
32, Private, College, Single, Sales, White, Female,50, United-States, <=50K
57, Self-emp, Bachelors, Married, Managerial, White, Male,20, United-States, <=50K
43, Private, College, Married, Shipper, White, Male,60, United-States, >50K
18, Self-emp, College, Single, Protective-serv, White, Male,40, United-States, <=50K
41, Self-emp, Bachelors, Married, Shipper, Black, Female,40, United-States, <=50K
48, Private, College, Single, Shipper, Yellow, Male,40, Vietnam, <=50K
35, Private, College, Married, Shipper, White, Male,90, United-States, >50K
41, State-gov, University, Married, Managerial, White, Male,40, United-States, <=50K
23, Private, College, Single, Protective-serv, Black, Female,20, United-States, <=50K
32, State-gov, Bachelors, Married, Protective-serv, White, Male,45, United-States, >50K
33, Private, College, Single, Protective-serv, Yellow, Male,40, Vietnam, <=50K
58, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
22, Private, College, Single, Sales, White, Male,65, United-States, <=50K
33, Private, College, Others, Others, White, Female,50, United-States, <=50K
42, Self-emp, College, Married, Doctor, White, Male,38, United-States, >50K
25, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
39, Private, College, Married, Doctor, White, Male,50, United-States, >50K
35, Private, Bachelors, Married, Sales, White, Male,45, United-States, >50K
50, Private, College, Married, Managerial, White, Female,38, United-States, >50K
49, Self-emp, Masters, Married, Managerial, White, Male,50, United-States, >50K
25, Self-emp, Bachelors, Single, Shipper, White, Male,40, United-States, <=50K
47, Self-emp, College, Others, Tech-support, Black, Female,40, United-States, <=50K
46, Private, College, Married, Managerial, White, Female,40, United-States, >50K
42, Private, University, Others, Shipper, Black, Male,40, United-States, <=50K
37, Private, High_school, Single, Shipper, White, Male,60, United-States, >50K
25, Private, Bachelors, Single, Protective-serv, White, Male,40, Canada, <=50K
29, Private, High_school, Married, Protective-serv, White, Male,40, United-States, <=50K
26, Private, College, Single, Sales, White, Male,45, United-States, <=50K
26, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
45, Self-emp, Bachelors, Married, Managerial, White, Male,40, United-States, >50K
34, Private, College, Married, Managerial, White, Female,30, United-States, <=50K
33, Self-emp, University, Single, Tech-support, Black, Female,40, United-States, <=50K
43, Private, Bachelors, Married, Managerial, White, Male,40, United-States, >50K
28, Private, College, Married, Protective-serv, White, Male,45, United-States, <=50K
51, Self-emp, College, Married, Protective-serv, White, Male,75, United-States, <=50K
21, Private, College, Single, Others, White, Female,35, United-States, <=50K
23, Private, University, Single, Others, White, Female,35, United-States, <=50K
30, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
46, Private, Masters, Married, Managerial, White, Male,45, United-States, >50K
38, Self-emp, College, Single, Protective-serv, White, Male,50, United-States, <=50K
20, Private, College, Single, Sales, White, Male,40, United-States, <=50K
36, Private, Bachelors, Married, Doctor, White, Male,50, United-States, >50K
37, Self-emp, College, Married, Doctor, White, Male,50, United-States, >50K
44, Self-emp, Masters, Single, Shipper, White, Male,42, United-States, <=50K
33, Private, College, Married, Sales, White, Male,40, United-States, >50K
45, Self-emp, Bachelors, Single, Managerial, White, Male,40, United-States, <=50K
47, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
54, Private, College, Married, Sales, White, Male,40, United-States, >50K
17, Private, High_school, Single, Others, White, Male,30, United-States, <=50K
43, Private, College, Married, Managerial, White, Female,36, Germany, >50K
45, Private, Bachelors, Single, Doctor, White, Female,50, United-States, >50K
37, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
44, Self-emp, University, Married, Sales, White, Male,40, United-States, >50K
55, Self-emp, Masters, Married, Shipper, White, Female,50, United-States, <=50K
41, Private, College, Married, Shipper, White, Male,48, United-States, <=50K
23, Private, Bachelors, Single, Tech-support, White, Female,40, United-States, <=50K
38, Private, College, Single, Tech-support, Black, Female,40, United-States, <=50K
23, Private, Bachelors, Single, Shipper, White, Female,40, India, <=50K
35, Private, College, Married, Sales, White, Male,40, United-States, >50K
18, Private, High_school, Single, Managerial, White, Male,20, United-States, <=50K
47, Private, University, Married, Others, White, Male,40, United-States, <=50K
25, Private, College, Single, Shipper, White, Female,8, United-States, <=50K
41, Self-emp, College, Married, Managerial, White, Male,50, United-States, <=50K
23, Private, College, Single, Tech-support, Yellow, Female,24, Vietnam, <=50K
41, Private, College, Married, Tech-support, White, Female,40, United-States, <=50K
26, Private, College, Married, Managerial, White, Male,50, United-States, <=50K
30, Self-emp, College, Single, Tech-support, White, Male,40, United-States, <=50K
42, Private, College, Married, Sales, White, Male,40, United-States, >50K
35, Private, College, Others, Managerial, White, Female,40, United-States, <=50K
28, Private, Bachelors, Single, Tech-support, White, Male,18, United-States, <=50K
29, Private, College, Married, Tech-support, White, Female,40, United-States, <=50K
21, Private, College, Married, Tech-support, White, Female,15, United-States, <=50K
48, State-gov, Masters, Others, Doctor, White, Male,40, United-States, >50K
44, Self-emp, College, Others, Shipper, White, Male,60, United-States, <=50K
34, Private, Second_school, Single, Others, White, Male,40, United-States, <=50K
19, Private, College, Single, Others, White, Female,25, United-States, <=50K
32, Private, College, Others, Sales, White, Male,40, United-States, >50K
31, State-gov, University, Married, Others, Black, Female,40, United-States, <=50K
25, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
47, Self-emp, College, Married, Managerial, Black, Male,40, United-States, >50K
46, Self-emp, High_school, Married, Tech-support, White, Female,40, United-States, <=50K
18, Private, High_school, Single, Tech-support, White, Male,40, United-States, <=50K
31, Private, College, Married, Tech-support, White, Female,20, United-States, <=50K
28, State-gov, College, Married, Tech-support, White, Female,40, United-States, <=50K
38, Private, College, Married, Sales, White, Male,48, United-States, >50K
33, Self-emp, College, Married, Sales, White, Male,40, United-States, >50K
17, Private, High_school, Single, Tech-support, White, Female,15, United-States, <=50K
41, Private, University, Married, Managerial, White, Male,40, United-States, >50K
46, Private, College, Married, Sales, White, Male,40, United-States, >50K
38, Self-emp, College, Married, Shipper, White, Male,44, United-States, <=50K
24, Private, Bachelors, Single, Sales, White, Male,60, United-States, <=50K
49, Private, College, Married, Sales, White, Male,40, United-States, >50K
60, Self-emp, College, Others, Shipper, Yellow, Female,40, United-States, <=50K
44, Private, Bachelors, Married, Sales, White, Male,60, United-States, >50K
63, Self-emp, University, Married, Managerial, White, Male,40, United-States, >50K
40, Private, College, Married, Sales, White, Male,60, United-States, >50K
45, Self-emp, College, Married, Managerial, White, Male,50, United-States, >50K
49, Private, College, Married, Managerial, White, Male,50, United-States, >50K
36, Private, College, Others, Sales, White, Female,40, United-States, <=50K
65, Self-emp, College, Married, Others, White, Male,8, United-States, <=50K
41, Private, Bachelors, Married, Managerial, White, Male,20, United-States, <=50K
25, Private, Masters, Married, Others, White, Female,40, United-States, <=50K
20, Private, College, Single, Tech-support, White, Female,35, United-States, <=50K
60, Private, University, Married, Tech-support, White, Male,40, United-States, <=50K
17, Self-emp, High_school, Single, Shipper, Yellow, Female,20, Vietnam, <=50K
28, Private, University, Married, Managerial, White, Female,16, United-States, >50K
31, Private, University, Single, Protective-serv, Other, Male,50, United-States, <=50K
47, Private, Masters, Single, Shipper, White, Female,35, United-States, <=50K
45, Self-emp, College, Married, Shipper, White, Male,45, United-States, <=50K
51, Private, Bachelors, Single, Shipper, White, Male,40, United-States, <=50K
23, Private, College, Single, Shipper, Black, Male,40, United-States, <=50K
44, Self-emp, Masters, Married, Managerial, White, Female,60, United-States, >50K
34, Private, College, Single, Managerial, White, Male,50, United-States, <=50K
19, Private, College, Single, Shipper, White, Male,10, United-States, <=50K
51, Private, College, Married, Tech-support, White, Male,40, United-States, >50K
46, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
30, Private, Doctorate, Married, Doctor, White, Male,40, China, >50K
37, Private, High_school, Married, Protective-serv, White, Male,35, Canada, <=50K
56, Private, College, Married, Doctor, White, Male,45, United-States, >50K
29, Private, College, Married, Tech-support, White, Male,45, United-States, <=50K
46, Self-emp, Masters, Married, Sales, White, Male,50, United-States, >50K
55, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
45, Private, Bachelors, Others, Sales, White, Male,48, United-States, >50K
34, Private, College, Married, Shipper, Yellow, Male,40, Vietnam, <=50K
45, Private, Second_school, Married, Shipper, Black, Male,40, United-States, <=50K
41, Private, Bachelors, Single, Tech-support, White, Male,40, United-States, <=50K
22, Private, College, Single, Tech-support, White, Male,20, United-States, <=50K
34, Private, College, Married, Doctor, White, Male,50, United-States, >50K
27, Private, College, Single, Protective-serv, Black, Male,40, United-States, <=50K
29, Private, College, Single, Shipper, Black, Male,37, United-States, <=50K
19, Self-emp, High_school, Single, Others, White, Female,30, United-States, <=50K
47, Self-emp, Bachelors, Married, Shipper, White, Male,40, United-States, <=50K
43, Self-emp, College, Married, Managerial, White, Male,50, United-States, >50K
52, Private, University, Married, Managerial, Black, Female,60, United-States, <=50K
33, Self-emp, University, Others, Sales, White, Male,60, United-States, <=50K
29, Private, Second_school, Married, Shipper, White, Male,40, United-States, <=50K
23, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
23, Private, College, Single, Managerial, White, Male,40, United-States, <=50K
39, Private, Bachelors, Married, Managerial, White, Male,60, United-States, <=50K
43, Private, Primary_school, Single, Shipper, White, Female,40, Canada, <=50K
31, Private, College, Married, Sales, White, Male,40, United-States, >50K
47, Self-emp, College, Married, Sales, White, Male,40, United-States, >50K
26, Private, College, Single, Tech-support, White, Male,60, United-States, <=50K
58, Self-emp, College, Single, Shipper, White, Female,55, United-States, <=50K
47, Self-emp, College, Others, Doctor, White, Male,50, United-States, >50K
55, Private, Bachelors, Single, Tech-support, White, Female,38, United-States, <=50K
26, Private, College, Married, Managerial, White, Female,40, United-States, <=50K
28, Private, College, Single, Shipper, White, Female,40, United-States, <=50K
36, Private, College, Married, Protective-serv, Black, Male,40, United-States, <=50K
40, Private, College, Married, Sales, White, Male,50, United-States, <=50K
19, Private, High_school, Single, Others, White, Male,40, United-States, <=50K
63, Self-emp, Bachelors, Married, Sales, White, Male,40, United-States, >50K
42, Private, Bachelors, Married, Shipper, White, Male,40, United-States, <=50K
76, Private, Second_school, Married, Protective-serv, White, Male,13, United-States, <=50K
23, State-gov, University, Single, Tech-support, White, Female,40, United-States, <=50K
38, Self-emp, Primary_school, Single, Shipper, White, Male,40, United-States, <=50K
33, Private, Masters, Single, Shipper, Yellow, Male,30, Japan, <=50K
48, Self-emp, Masters, Married, Doctor, White, Male,40, United-States, >50K
56, Private, College, Others, Shipper, White, Male,40, United-States, >50K
32, Private, College, Married, Shipper, Black, Male,40, United-States, <=50K
44, Self-emp, College, Others, Shipper, White, Female,25, United-States, <=50K
27, Private, College, Others, Tech-support, Black, Female,40, United-States, <=50K
33, Self-emp, College, Single, Managerial, White, Male,50, United-States, <=50K
22, Private, Primary_school, Single, Shipper, White, Male,40, Canada, <=50K
18, Private, College, Single, Tech-support, White, Female,20, United-States, <=50K
44, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
42, Private, College, Married, Shipper, Yellow, Male,60, United-States, <=50K
34, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
45, Self-emp, College, Married, Tech-support, White, Male,40, United-States, <=50K
57, Self-emp, College, Married, Sales, White, Male,40, India, <=50K
59, Self-emp, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
33, Self-emp, College, Married, Managerial, Black, Female,40, United-States, >50K
52, Private, College, Married, Protective-serv, Other, Male,49, Canada, <=50K
17, Private, High_school, Single, Sales, White, Female,15, United-States, <=50K
29, Private, College, Single, Others, White, Male,30, Canada, <=50K
63, Self-emp, Bachelors, Married, Sales, White, Male,30, United-States, >50K
20, Private, College, Single, Shipper, White, Male,24, United-States, <=50K
42, Self-emp, College, Married, Doctor, White, Male,50, United-States, >50K
50, Self-emp, College, Married, Protective-serv, White, Male,50, United-States, <=50K
55, Private, College, Married, Protective-serv, White, Female,30, United-States, <=50K
27, Private, University, Married, Tech-support, Black, Female,25, United-States, <=50K
28, Private, Bachelors, Married, Managerial, White, Male,45, United-States, <=50K
55, Private, University, Married, Shipper, White, Male,45, United-States, <=50K
44, Self-emp, College, Married, Protective-serv, White, Male,40, United-States, <=50K
53, State-gov, College, Single, Protective-serv, White, Female,40, United-States, <=50K
23, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
25, Private, College, Others, Tech-support, White, Female,40, United-States, <=50K
44, Private, Bachelors, Others, Shipper, White, Female,40, United-States, <=50K
55, Private, Masters, Married, Managerial, White, Male,40, United-States, >50K
48, Self-emp, College, Married, Doctor, White, Male,35, United-States, >50K
46, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
26, Private, College, Single, Shipper, White, Male,40, United-States, <=50K
30, Private, Second_school, Married, Protective-serv, White, Male,45, Canada, <=50K
32, Private, Masters, Married, Doctor, White, Male,40, United-States, >50K
52, Private, College, Married, Managerial, White, Male,48, United-States, <=50K
52, Private, College, Married, Sales, White, Male,50, United-States, >50K
39, Private, College, Married, Sales, White, Female,47, United-States, <=50K
57, Self-emp, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
21, Private, College, Single, Protective-serv, White, Male,40, United-States, <=50K
22, State-gov, College, Single, Others, White, Male,10, United-States, <=50K
26, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
26, State-gov, College, Married, Others, White, Male,40, United-States, <=50K
44, Private, University, Married, Managerial, Black, Male,40, United-States, >50K
42, Private, College, Others, Tech-support, White, Female,30, United-States, <=50K
40, Private, College, Married, Shipper, White, Male,43, United-States, <=50K
22, Private, High_school, Single, Protective-serv, White, Male,45, United-States, <=50K
62, Private, College, Married, Sales, White, Male,45, United-States, >50K
44, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
18, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
33, Self-emp, Primary_school, Married, Protective-serv, White, Male,40, Canada, <=50K
45, Private, College, Married, Managerial, White, Male,50, United-States, <=50K
18, Private, High_school, Married, Shipper, White, Male,40, United-States, <=50K
32, Self-emp, College, Single, Protective-serv, White, Male,40, United-States, <=50K
33, Private, Doctorate, Single, Doctor, White, Female,60, United-States, >50K
20, Private, College, Single, Shipper, White, Male,15, United-States, <=50K
68, Self-emp, College, Married, Protective-serv, White, Male,20, United-States, <=50K
61, Private, Second_school, Married, Sales, White, Male,50, United-States, <=50K
48, Private, Doctorate, Married, Doctor, White, Male,40, United-States, >50K
45, Private, College, Married, Sales, White, Male,40, United-States, <=50K
36, Self-emp, College, Married, Sales, White, Female,40, United-States, >50K
32, Self-emp, College, Single, Others, Black, Female,32, United-States, <=50K
35, Private, Bachelors, Others, Others, White, Female,40, United-States, <=50K
39, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
53, Private, Second_school, Married, Shipper, White, Male,40, United-States, <=50K
